,oem,model,network_technology,network_2g_bands,network_gprs,network_edge,launch_announced,launch_status,body_dimensions,body_weight,body_sim,display_type,display_size,display_resolution,display,memory_card_slot
5797,Micromax,X246,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,Class 12,Class 12,"2012, May",Discontinued,116 x 50 x 15.6 mm (4.57 x 1.97 x 0.61 in),104 g (3.67 oz),Dual SIM (Mini-SIM),TFT,"2.4 inches, 17.8 cm (~30.8% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,"microSD, up to 8 GB (dedicated slot)"
5798,Micromax,X234+,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,No,No,"2012, June",Discontinued,108.6 x 44 x 14.5 mm (4.28 x 1.73 x 0.57 in),-,Dual SIM (Mini-SIM),TFT,"2.0 inches, 12.6 cm (~26.3% screen-to-body ratio)",176 x 220 pixels (~141 ppi density),,"microSD, up to 2 GB (dedicated slot)"
5799,Micromax,A56,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,"2012, July. Released 2012, July",Discontinued,116 x 62 x 11.5 mm (4.57 x 2.44 x 0.45 in),110 g (3.88 oz),Dual SIM (Mini-SIM),"TFT capacitive touchscreen, 16M colors","3.5 inches, 37.9 cm (~52.7% screen-to-body ratio)","360 x 480 pixels, 4:3 ratio (~171 ppi density)",,"microSD, up to 32 GB (dedicated slot)"
5800,Micromax,A52,GSM / HSPA,GSM 900 / 1800 / 2100 - SIM 1 & SIM 2,Class 12,Yes,"2012, June. Released 2012, June",Discontinued,112 x 61 x 13.2 mm (4.41 x 2.40 x 0.52 in),112 g (3.95 oz),Dual SIM (Mini-SIM),TFT capacitive touchscreen,"3.2 inches, 31.7 cm (~46.4% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~125 ppi density)",,"microSD, up to 32 GB (dedicated slot)"
5801,Micromax,A45,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,Class 12,Yes,"2012, June. Released 2012, June",Discontinued,115 x 63 x 13 mm (4.53 x 2.48 x 0.51 in),120 g (4.23 oz),Dual SIM (Mini-SIM),TFT capacitive touchscreen,"3.5 inches, 36.5 cm (~50.3% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)",,"microSD, up to 32 GB (dedicated slot)"
5802,Micromax,X660,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,Yes,No,"2012, Q2. Released 2012, May",Discontinued,119.4 x 61.3 x 12.4 mm (4.70 x 2.41 x 0.49 in),121 g (4.27 oz),Dual SIM (Mini-SIM),TFT touchscreen,"3.5 inches, 36.5 cm (~49.8% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)",,"microSD, up to 8 GB (dedicated slot)"
5803,Micromax,X640,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,Yes,No,"2012, Q2. Released 2012, May",Discontinued,113.5 x 57.5 x 12.2 mm (4.47 x 2.26 x 0.48 in),-,Dual SIM (Mini-SIM),TFT touchscreen,"3.2 inches, 29.1 cm (~44.7% screen-to-body ratio)","240 x 400 pixels, 5:3 ratio",,"microSD, up to 8 GB (dedicated slot)"
5804,Micromax,X368,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,Yes,No,"2012, Q2. Released 2012, May",Discontinued,117 x 51.5 x 11 mm (4.61 x 2.03 x 0.43 in),-,Dual SIM (Mini-SIM),TFT,"2.55 inches, 2.55, 20.1 cm (~33.4% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~157 ppi density)",,"microSD, up to 8 GB (dedicated slot)"
5805,Micromax,X335,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,No,No,"2012, Q2. Released 2012, May",Discontinued,104 x 57 x 13.1 mm (4.09 x 2.24 x 0.52 in),69 g (2.43 oz),Dual SIM (Mini-SIM),"TFT touchscreen, 256K colors","2.8 inches, 24.3 cm (~41.0% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~143 ppi density)",,"microSD, up to 4 GB (dedicated slot)"
5806,Micromax,X288,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,Yes,No,"2012, Q2. Released 2012, May",Discontinued,113.7 x 49 x 15.8 mm (4.48 x 1.93 x 0.62 in),61.7 g (2.15 oz),Dual SIM (Mini-SIM),"TFT, 256K colors","2.4 inches, 17.8 cm (~32.0% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,"microSD, up to 8 GB (dedicated slot)"
5807,Micromax,X274,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,Class 10,No,"2012, Q2. Released 2012, May",Discontinued,117.8 x 49 x 14.9 mm (4.64 x 1.93 x 0.59 in),67 g (2.36 oz),Dual SIM (Mini-SIM),"TFT, 256K colors","2.4 inches, 17.8 cm (~30.9% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,"microSD, up to 4 GB (dedicated slot)"
5808,Micromax,X233,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,No,No,"2012, Q2. Released 2012, May",Discontinued,114.8 x 50.5 x 15.6 mm (4.52 x 1.99 x 0.61 in),69.3 g (2.43 oz),Dual SIM (Mini-SIM),"TFT, 256K colors","1.77 inches, 9.9 cm (~17.0% screen-to-body ratio)",128 x 160 pixels (~116 ppi density),,"microSD, up to 4 GB (dedicated slot)"
5809,Micromax,X231,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,Class 10,No,"2012, Q2. Released 2012, May",Discontinued,120.5 x 50.2 x 10.9 mm (4.74 x 1.98 x 0.43 in),61.7 g (2.15 oz),Dual SIM (Mini-SIM),"TFT, 256K colors","2.4 inches, 17.8 cm (~29.5% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,"microSD, up to 8 GB (dedicated slot)"
5810,Micromax,X102,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,No,No,"2012, Q2. Released 2012, May",Discontinued,117.8 x 49 x 14.9 mm (4.64 x 1.93 x 0.59 in),-,Dual SIM (Mini-SIM),TFT,"1.8 inches, 10.2 cm (~17.7% screen-to-body ratio)",128 x 160 pixels,,"microSD, up to 8 GB (dedicated slot)"
5811,Micromax,A50 Ninja,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,Yes,Yes,2012,Discontinued,113 x 61 x 13 mm (4.45 x 2.40 x 0.51 in),-,Dual SIM (Mini-SIM),"TFT capacitive touchscreen, 256K colors","3.1 inches, 29.8 cm (~43.2% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio",,"microSD, up to 32 GB (dedicated slot)"
5812,Micromax,A78,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,Yes,Yes,"2012, February",Discontinued,120 x 63.5 x 10.9 mm (4.72 x 2.5 x 0.43 in),-,Dual SIM (Mini-SIM),"TFT capacitive touchscreen, 256K colors","3.5 inches, 37.9 cm (~49.8% screen-to-body ratio)","360 x 480 pixels, 4:3 ratio",,"microSD, up to 32 GB (dedicated slot)"
5813,Micromax,Funbook P300,No cellular connectivity,,No,No,"2012, April. Released 2012, April",Discontinued,192 x 122 x -,-,No,TFT capacitive touchscreen,"7.0 inches, 139.5 cm (~59.5% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~133 ppi density)",,"microSD, up to 32 GB (dedicated slot)"
5814,Micromax,A73,GSM / HSPA,GSM 900 / 1800 - SIM1 & SIM 2,Class 12,Class 12,2011,Discontinued,108 x 62 x 12 mm (4.25 x 2.44 x 0.47 in),-,Dual SIM (Mini-SIM),"TFT capacitive touchscreen, 256K colors","3.5 inches, 36.5 cm (~54.5% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)",,"microSD, up to 32 GB (dedicated slot)"
5815,Micromax,X650,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,Class 12,Yes,"2012, January",Discontinued,110.3 x 55.3 x 12.6 mm (4.34 x 2.18 x 0.50 in),-,Dual SIM (Mini-SIM),TFT touchscreen,"3.2 inches, 29.1 cm (~47.8% screen-to-body ratio)","240 x 400 pixels, 5:3 ratio (~146 ppi density)",,"microSD, up to 8 GB (dedicated slot)"
5816,Micromax,X490,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,Yes,Yes,"2012, January",Discontinued,98 x 48 x 14.3 mm (3.86 x 1.89 x 0.56 in),-,Dual SIM (Mini-SIM),TFT,"2.2 inches, 15.0 cm (~31.9% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~182 ppi density)",,"microSD, up to 8 GB (dedicated slot)"
5817,Micromax,X333,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,Class 12,Yes,"2012, January",Discontinued,103.7 x 57.2 x 13.4 mm (4.08 x 2.25 x 0.53 in),-,Dual SIM (Mini-SIM),TFT touchscreen,"2.8 inches, 24.3 cm (~40.9% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio",,"microSD, up to 8 GB (dedicated slot)"
5818,Micromax,X275,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,Class 10,Yes,"2012, January",Discontinued,-,-,Dual SIM (Mini-SIM),TFT,"2.4 inches, 17.8 cm","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,"microSD, up to 8 GB (dedicated slot)"
5819,Micromax,X271,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,Class 12,Yes,"2012, January",Discontinued,119.7 x 50.7 x 13.5 mm (4.71 x 2.00 x 0.53 in),91 g (3.21 oz),Dual SIM (Mini-SIM),TFT,"2.4 inches, 17.8 cm (~29.4% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,"microSD, up to 8 GB (dedicated slot)"
5820,Micromax,X11i,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,No,No,"2011, Q4. Released 2011, December",Discontinued,113.5 x 48 x 15.8 mm (4.47 x 1.89 x 0.62 in),95 g (3.35 oz),"Dual SIM (Mini-SIM, dual stand-by)","TFT, 256K colors","1.46 inches, 6.9 cm (~12.6% screen-to-body ratio)","128 x 128 pixels, 1:1 ratio (~124 ppi density)",,"microSD, up to 8 GB (dedicated slot)"
