,Name,Kingdom,Phylum,Subphylum,Class,Order,Suborder,Family,Genus,Species,Population size,Life span,Top speed,Weight,Height,Length
141,Fancy rat,Brown Rat,,Animalia,Chordata,Vertebrata,,Rodentia,Muroidea,Muridae,,,,,,
142,Mountain Goat,Animalia,Chordata,Vertebrata,Mammalia,Artiodactyla,,Bovidae,Oreamnos,Oreamnos americanus,48-62 thou,12-20 yrs,,45-140 kg,1 m,120-179 cm
143,Black Rat,Animalia,Chordata,Vertebrata,Mammalia,Rodentia,,Muridae,Rattus,Rattus rattus,Unknown,1-4 yrs,,110-340 g,,12.8-18.3 cm
144,Sand Cat,Animalia,Chordata,Vertebrata,Mammalia,Carnivora,Feliformia,Felidae,Felis,Felis margarita,"27,264",13 yrs,40 km/h,1.5-3.4 kg,24-36 cm,39-52 cm
145,Striped Hyena,Animalia,Chordata,Vertebrata,Mammalia,Carnivora,Feliformia,Hyaenidae,Hyaena,Hyaena hyaena,5-14 Thou,10-25 yrs,50 km/h,22-55 kg,60-80 cm,85-130 cm
146,Asiatic Black Bear,Animalia,Chordata,Vertebrata,Mammalia,Carnivora,Caniformia,Ursidae,Ursus,Ursus thibetanus,,25 yrs,40 km/h,40-200 kg,70-100 cm,120-190 cm
147,Przewalski's Horse,Animalia,Chordata,Vertebrata,Mammalia,Perissodactyla,,Equidae,Equus,Equus ferus,"1,988",20-25 yrs,69 km/h,200-300 kg,122-142 cm,2 m
148,Rhesus macaque,Animalia,Chordata,Vertebrata,Mammalia,Primates,Haplorhini,Cercopithecidae,Macaca,Macaca mulatta,Unknown,30 yrs,,5.3-7.7 kg,,47-53 cm
149,Chamois,Animalia,Chordata,Vertebrata,Mammalia,Artiodactyla,,Bovidae,Rupicapra,Rupicapra rupicapra,"440,000",15-22 yrs,50 km/h,25-60 kg,70-80 cm,107-137 cm
150,Roe Deer,Animalia,Chordata,Vertebrata,Mammalia,Artiodactyla,Ruminantia,Cervidae,Capreolus,Capreolus capreolus,"15,000,000",10-12 yrs,70 km/h,15-35 kg,65-75 cm,95-135 cm
151,Spider Monkey,Animalia,Chordata,Vertebrata,Mammalia,Primates,Haplorhini,Atelidae,Ateles,Genus Ateles,,27-33 yrs,56 km/h,6.4-12 kg,,40-50 cm
152,Springbok,Animalia,Chordata,Vertebrata,Mammalia,Artiodactyla,,Bovidae,Antidorcas,Antidorcas marsupialis,"2-2,5 mln",10 yrs,88 km/h,30-48 kg,72-75 cm,120-150 cm
153,Sumatran Rhinoceros,Animalia,Chordata,Vertebrata,Mammalia,Perissodactyla,,Rhinocerotidae,Dicerorhinus,Dicerorhinus sumatrensis,30,35-40 yrs,42 km/h,"500-1,000 kg",112-145 cm,2.4-3 m
154,Saiga Antelope,Animalia,Chordata,Vertebrata,Mammalia,Artiodactyla,,Bovidae,Saiga,Saiga tatarica,164-165 thou,10-12 yrs,,26-69 kg,61-81 cm,100-140 cm
155,Mountain gorilla,Eastern Gorilla,,Animalia,Chordata,Vertebrata,Mammalia,Haplorhini,Simiiformes,Hominidae,,,,,,
156,African wildcat,Animalia,Chordata,Vertebrata,Mammalia,Carnivora,Feliformia,Felidae,Felis,Felis lybica,,,,,,
157,Aardwolf,Animalia,Chordata,Vertebrata,Mammalia,Carnivora,Feliformia,Hyaenidae,Proteles,Proteles cristata,Unknown,8-20 yrs,,7-10 kg,40-50 cm,55-80 cm
158,Mouflon,Animalia,Chordata,Vertebrata,Mammalia,Artiodactyla,,Bovidae,Ovis,Ovis orientalis,"26,500",8-12 yrs,,90 kg,0.9 m,110-145 cm
159,Indian Giant Squirrel,Animalia,Chordata,Vertebrata,Mammalia,Rodentia,,Sciuridae,Ratufa,Ratufa indica,Unknown,20 yrs,32 km/h,1.5-2 kg,,25-45 cm
160,Red Kangaroo,Animalia,Chordata,Vertebrata,Mammalia,Diprotodontia,,Macropodidae,Osphranter,Macropus rufus,11.5 mln,16-23 yrs,56 km/h,18-90 kg,1.5-1.8 m,85-160 cm
161,Western lowland gorilla,Western Gorilla,,Animalia,Chordata,Vertebrata,Mammalia,Haplorhini,Simiiformes,Hominidae,,,,Gorilla,,
162,Mongolian Gerbil,Animalia,Chordata,Vertebrata,Mammalia,Rodentia,,Muridae,Meriones,Meriones unguiculatus,Unknown,2-3 yrs,,60-130 g,,110-135 mm
163,Ringtail,Animalia,Chordata,Vertebrata,Mammalia,Carnivora,Caniformia,Procyonidae,Bassaricyon,Bassariscus astutus,Unknown,7-16 yrs,,0.7-1.5 kg,,30-42 cm
164,Gray Fox,Animalia,Chordata,Vertebrata,Mammalia,Carnivora,Caniformia,Canidae,Urocyon,Urocyon cinereoargenteus,,6-8 yrs,45 km/h,"3,6-7 kg",,"76-112,5 cm"
165,Sumatran tiger,Tiger,,Animalia,Chordata,Vertebrata,Mammalia,Carnivora,Feliformia,Felidae,,,,,,
166,Eastern Fox Squirrel,Animalia,Chordata,Vertebrata,Mammalia,Rodentia,,Sciuridae,Sciurus,Sciurus niger,Unknown,13-18 yrs,,"500-1,000 g",,45-70 cm
167,European Badger,Animalia,Chordata,Vertebrata,Mammalia,Carnivora,Caniformia,Mustelidae,Meles,Meles meles,Unknown,6-16 yrs,30 km/h,10-12 kg,,56-90 cm
168,Fin Whale,Animalia,Chordata,Vertebrata,Mammalia,Artiodactyla,,Balaenopteridae,Balaenoptera,Balaenoptera physalus,"100,000",80-90 yrs,40 km/h,1.8-7 t,,6.5-24 m
169,Least Weasel,Animalia,Chordata,Vertebrata,Mammalia,Carnivora,Caniformia,Mustelidae,Mustela,Mustela nivalis,Unknown,1-10 yrs,25 km/h,29-250 g,,114-260 mm
170,American Marten,Animalia,Chordata,Vertebrata,Mammalia,Carnivora,Caniformia,Mustelidae,Martes,Martes americana,Unknown,12-17 yrs,,280-1300 g,,32-45 cm
171,Indian Elephant,Asian Elephant,,Animalia,Chordata,Vertebrata,,Mammalia,Proboscidea,Elephantidae,Elephas,Elephas maximus indicus,26-30 Thou,70 yrs,43 km/h,
172,Leopard Cat,Animalia,Chordata,Vertebrata,Mammalia,Carnivora,Feliformia,Felidae,Prionailurus,Prionailurus bengalensis,"50,000",4-20 yrs,72.4 km/h,0.55-3.8 kg,41 cm,39-66 cm
173,Kermode bear,American Black Bear,,Animalia,Chordata,Vertebrata,Mammalia,Carnivora,Caniformia,Ursidae,,,,,,
174,Arctic Wolf,Grey Wolf,,Animalia,Chordata,Vertebrata,Mammalia,Carnivora,Caniformia,Canidae,Canis,Canis lupus arctos,"200,000",7-17 yrs,75 km/h,32-70 kg
175,Wildcat,Animalia,Chordata,Vertebrata,Mammalia,Carnivora,Feliformia,Felidae,Felis,Felis silvestris,,15 years,30 mph,5 to 8 kg,20 cm,43 to 91 cm
176,Proboscis Monkey,Animalia,Chordata,Vertebrata,Mammalia,Primates,Haplorhini,Cercopithecidae,Nasalis,Nasalis larvatus,Unknown,13-23 yrs,24 km/h,7-22.5 kg,,53-76 cm
177,Giant Otter,Animalia,Chordata,Vertebrata,Mammalia,Carnivora,Caniformia,Mustelidae,Pteronura,Pteronura brasiliensis,Unknown,8-19 yrs,14.5 km/h,22-32 kg,,1-1.7 m
178,Axis Deer,Animalia,Chordata,Vertebrata,Mammalia,Artiodactyla,Ruminantia,Cervidae,Axis,Axis axis,Unknown,9-11 yrs,65 km/h,25-75 kg,70-90 cm,1.7 m
179,Japanese Macaque,Animalia,Chordata,Vertebrata,Mammalia,Primates,Haplorhini,Cercopithecidae,Macaca,Macaca fuscata,"114,431",6.3-32 yrs,,8-11 kg,523-570 mm,57-52.3 cm
180,Common Brushtail Possum,Animalia,Chordata,Vertebrata,Mammalia,Diprotodontia,,Phalangeridae,Trichosurus,Trichosurus vulpecula,Unknown,13-15 yrs,,1.2-4.5 kg,,32-58 cm
181,European Polecat,Animalia,Chordata,Vertebrata,Mammalia,Carnivora,Caniformia,Mustelidae,Mustela,Mustela putorius,Unknown,6-14 yrs,,0.7-1.5 kg,,35-51 cm
182,European Hare,Animalia,Chordata,Vertebrata,Mammalia,Lagomorpha,,Leporidae,Lepus,Lepus europaeus,Unknown,12 yrs,70 km/h,3-5 kg,,60-75 cm
183,Gray Whale,Animalia,Chordata,Vertebrata,Mammalia,Artiodactyla,,Eschrichtiidae,Eschrichtius,Eschrichtius robustus,,80 yrs,15 km/h,14-35 t,,13-15 m
184,Sika Deer,Animalia,Chordata,Vertebrata,Mammalia,Artiodactyla,Ruminantia,Cervidae,Cervus,Cervus nippon,,12-25 yrs,,25-110 kg,50-110 cm,95-180 cm
185,Iberian Lynx,Animalia,Chordata,Vertebrata,Mammalia,Carnivora,Feliformia,Felidae,Lynx,Lynx pardinus,156,13 yrs,80 km/h,10-13 kg,60-70 cm,85-110 cm
186,Northwestern Wolf,Grey Wolf,,Animalia,Chordata,Vertebrata,Mammalia,Carnivora,Caniformia,Canidae,Canis,,Canis lupus occidentalis,Unknown,,64 km/h
187,Javan Rhinoceros,Animalia,Chordata,Vertebrata,Mammalia,Perissodactyla,,Rhinocerotidae,Rhinoceros,Rhinoceros sondaicus,68,30-45 yrs,42 km/h,"900-2,300 kg",1.4-1.7 m,2-4 m
188,Alpine Ibex,Animalia,Chordata,Vertebrata,Mammalia,Artiodactyla,,Bovidae,Capra,Capra ibex,"53,000",10-21 yrs,,17-117 kg,73-101 cm,121-171 cm
189,Golden Jackal,Animalia,Chordata,Vertebrata,Mammalia,Carnivora,Caniformia,Canidae,Canis,Canis aureus,Unknown,8-16 yrs,32 km/h,7-15 kg,44.5-50 cm,60-110 cm
190,Asiatic cheetah,Cheetah,,Animalia,Chordata,Vertebrata,Mammalia,Carnivora,Feliformia,Felidae,,,,,,
191,Ring-Tailed Lemur,Animalia,Chordata,Vertebrata,Mammalia,Primates,Strepsirrhini,Lemuridae,Lemur,Lemur catta,10-100 thou,15-33 yrs,20 km/h,2.5-3.5 kg,,39-46
192,Bornean Orangutan,Animalia,Chordata,Vertebrata,Mammalia,Primates,Haplorhini,Hominidae,Pongo,Pongo pygmaeus,45-69 Thou,45-60 yrs,6 km/h,30-100 kg,,1-1.4 m
193,Indian leopard,Leopard,,Animalia,Chordata,Vertebrata,Mammalia,Carnivora,Feliformia,Felidae,,,,,,
194,American Beaver,Animalia,Chordata,Vertebrata,Mammalia,Rodentia,,Castoridae,Castor,Castor canadensis,Unknown,10-20 yrs,55 km/h,11-32 kg,,74-90 cm
195,Black-Footed Ferret,Animalia,Chordata,Vertebrata,Mammalia,Carnivora,Caniformia,Mustelidae,Mustela,Mustela nigripes,206,3-9 yrs,25 km/h,"900-1,000 g",,38-41 cm
196,Baiji,Animalia,Chordata,Vertebrata,Mammalia,Artiodactyla,,Lipotidae,Lipotes,Lipotes vexillifer,Unknown,24 yrs,60 km/h,135-230 kg,,2-2.5 m
197,Giant Anteater,Animalia,Chordata,Vertebrata,Mammalia,Pilosa,,Myrmecophagidae,Myrmecophaga,Myrmecophaga tridactyla,Unknown,25 yrs,49 km/h,27-41 kg,,1-1.3 m
198,European Rabbit,Animalia,Chordata,Vertebrata,Mammalia,Lagomorpha,,Leporidae,Oryctolagus,Oryctolagus cuniculus,Unknown,9 yrs,,1.2-2 kg,,40 cm
199,Jungle Cat,Animalia,Chordata,Vertebrata,Mammalia,Carnivora,Feliformia,Felidae,Felis,Felis chaus,,15 yrs,32 km/h,2-16 kg,36 cm,59-76 cm
200,Eurasian wolf,Grey Wolf,,Animalia,Chordata,Vertebrata,Mammalia,Carnivora,Caniformia,Canidae,,,,,,
201,Pygmy Hippo,Animalia,Chordata,Vertebrata,Mammalia,Artiodactyla,,Hippopotamidae,Choeropsis,Choeropsis liberiensis,"2,000-2,500",30-50 yrs,30 km/h,180-275 kg,75-100 cm,150-175 cm
202,African Forest Elephant,Animalia,Chordata,Vertebrata,Mammalia,Proboscidea,,Elephantidae,Loxodonta,Loxodonta cyclotis,"100,000",55-80 yrs,39 km/h,0.9-3 t,2.5 m,1.6-2.86 m
203,Harbor Seal,Animalia,Chordata,Vertebrata,Mammalia,Carnivora,Caniformia,Phocidae,Phoca,Phoca vitulina,350-500 Thou,25-30 yrs,19 km/h,55-168 kg,,1.8 m
204,Water Deer,Animalia,Chordata,Vertebrata,Mammalia,Artiodactyla,Ruminantia,Cervidae,Hydropotes,Hydropotes inermis,Unknown,12 yrs,,9-14 kg,45-55 cm,75-100 cm
205,Ethiopian Wolf,Animalia,Chordata,Vertebrata,Mammalia,Carnivora,Caniformia,Canidae,Canis,Canis simensis,197,8-10 yrs,48 km/h,"11,2-19,3 kg",530-620 mm,"841-1,012 mm"
206,American Red Squirrel,Animalia,Chordata,Vertebrata,Mammalia,Rodentia,,Sciuridae,Tamiasciurus,Tamiasciurus hudsonicus,Unknown,5-10 yrs,22.5 km/h,197-282 g,,27-38.5 cm
207,Fishing Cat,Animalia,Chordata,Vertebrata,Mammalia,Carnivora,Feliformia,Felidae,Prionailurus,Prionailurus viverrinus,Unknown,12 yrs,55 km/h,5-16 kg,,57-78 cm
208,Rock Hyrax,Animalia,Chordata,Vertebrata,Mammalia,Hyracoidea,,Procaviidae,Procavia,Procavia capensis,Unknown,12 yrs,30 km/h,3-4 kg,,44-54 cm
209,Vervet Monkey,Animalia,Chordata,Vertebrata,Mammalia,Primates,Haplorhini,Cercopithecidae,Chlorocebus,Chlorocebus pygerythrus,,12-24 yrs,45 km/h,3.4-8 kg,,300-600 mm
210,Arabian Oryx,Animalia,Chordata,Vertebrata,Mammalia,Artiodactyla,,Bovidae,Oryx,Oryx leucoryx,"1,220",20 yrs,,65-70 kg,81-102 cm,160 cm
211,Asian Wild Water Buffalo,Animalia,Chordata,Vertebrata,Mammalia,Artiodactyla,,Bovidae,Bubalus,Bubalus arnee,"4,000",12-25 yrs,48 km/h,700-1200 kg,150-190 cm,240-300 cm
212,South Asian River Dolphin,Animalia,Chordata,Vertebrata,Mammalia,Artiodactyla,,Platanistidae,Platanista,Platanista gangetica,"5,000",28 yrs,,85 kg,,2-2.6 m
213,Margay,Animalia,Chordata,Vertebrata,Mammalia,Carnivora,Feliformia,Felidae,Leopardus,Leopardus wiedii,Unknown,10-20 yrs,,2.6-4 kg,,48-79 cm
214,Plains Zebra,Animalia,Chordata,Vertebrata,Mammalia,Perissodactyla,,Equidae,Equus,Equus quagga,"750,000",9-40 yrs,65 km/h,175-385 kg,1-1.5 m,2.2-2.5 m
215,Eurasian brown bear,Brown Bear,,Animalia,Chordata,Vertebrata,Mammalia,Carnivora,Caniformia,Ursidae,,,,,,
216,Long-Tailed Macaque,Animalia,Chordata,Vertebrata,Mammalia,Primates,Haplorhini,Cercopithecidae,Macaca,Macaca fascicularis,Unknown,15-30 yrs,,3-9 kg,,38-55 cm
217,Sambar,Animalia,Chordata,Vertebrata,Mammalia,Artiodactyla,Ruminantia,Cervidae,Rusa,Rusa unicolor,Unknown,20-26 yrs,,100-350 kg,102-160 cm,1.62-2.7 m
218,Western Gorilla,Animalia,Chordata,Vertebrata,Mammalia,Primates,Haplorhini,Hominidae,Gorilla,Gorilla gorilla,Unknown,35-50 yrs,40 km/h,80-157 kg,135-155 cm,
219,Syrian Hamster,Animalia,Chordata,Vertebrata,Mammalia,Rodentia,,Cricetidae,Mesocricetus,Mesocricetus auratus,Unknown,2-4 yrs,6 km/h,100-125 g,,13-18 cm
220,Nine-Banded Armadillo,Animalia,Chordata,Vertebrata,Mammalia,Cingulata,,Dasypodidae,Dasypus,Dasypus novemcinctus,Unknown,7-8 years,48 km/h,2.5-6.5 kg,15-25 cm,38-58 cm
221,Scottish wildcat,Wildcat,,Animalia,Chordata,Vertebrata,Mammalia,Carnivora,Feliformia,Felidae,,,,,,
222,Numbat,Animalia,Chordata,Vertebrata,Mammalia,Dasyuromorphia,,Myrmecobiidae,Myrmecobius,Myrmecobius fasciatus,"below 1,000",5-6 yrs,32 km/h,280-550 g,,17.5-27.5 cm
223,Onager,Animalia,Chordata,Vertebrata,Mammalia,Perissodactyla,,Equidae,Equus,Equus hemionus,"55,000",14-26 yrs,64-70 km/h,200-290 kg,100-142 cm,2-2.5 m
224,Highland Cattle,Animalia,Chordata,Vertebrata,Mammalia,Artiodactyla,,Bovidae,Bos,Bos primigenius taurus,Unknown,15-22 yrs,40 km/h,500-800 kg,90-120 cm,
225,Scimitar Oryx,Animalia,Chordata,Vertebrata,Mammalia,Artiodactyla,,Bovidae,Oryx,Oryx dammah,,20 yrs,,91-210 kg,over 1 m,140-240 cm
226,Saola,Animalia,Chordata,Vertebrata,Mammalia,Artiodactyla,,Bovidae,Pseudoryx,Pseudoryx nghetinhensis,below 750,8-10 yrs,37 km/h,80-100 kg,,150-200 cm
227,Tarpan,Przewalski's Horse,,Animalia,Chordata,Vertebrata,,Mammalia,Perissodactyla,Equidae,,,,,,
228,North American Porcupine,Animalia,Chordata,Vertebrata,Mammalia,Rodentia,,Erethizontidae,Erethizon,Erethizon dorsatum,Unknown,18 yrs,3 km/h,3.5-18 kg,,60-90 cm
229,Bush Dog,Animalia,Chordata,Vertebrata,Mammalia,Carnivora,Caniformia,Canidae,Speothos,Speothos venaticus,,10 yrs,,5-8 kg,20-30 cm,57-75 cm
230,Sumatran Orangutan,Animalia,Chordata,Vertebrata,Mammalia,Primates,Haplorhini,Hominidae,Pongo,Pongo abelii,"7,300",35-50 yrs,6 km/h,45-90 kg,90-140 cm,1.3-1.8 m
231,Wild Bactrian Camel,Animalia,Chordata,Vertebrata,Mammalia,Artiodactyla,,Camelidae,Camelus,Camelus ferus,950,40 yrs,64 km/h,300-690 kg,2-3.5 m,
232,Common Eland,Animalia,Chordata,Vertebrata,Mammalia,Artiodactyla,,Bovidae,Taurotragus,Taurotragus oryx,"136,000",15-25 yrs,40 km/h,300-942 kg,125-183 cm,200-345 cm
233,African Golden Wolf,Animalia,Chordata,Vertebrata,Mammalia,Carnivora,Caniformia,Canidae,Canis,Canis anthus,,8 yrs,64 km/h,7-15 kg,40 cm,
234,Eastern Gorilla,Animalia,Chordata,Vertebrata,Mammalia,Primates,Haplorhini,Hominidae,Gorilla,Gorilla beringei,"below 5,000",30-60 yrs,40 km/h,90-205.5 kg,1.5-1.7 m,150-185 cm
235,Large Flying Fox,Animalia,Chordata,Vertebrata,Mammalia,Chiroptera,,Pteropodidae,Pteropus,Pteropus vampyrus,Unknown,15-30 yrs,,0.6-1 kg,,27-32 cm
236,African leopard,Leopard,,Animalia,Chordata,Vertebrata,Mammalia,Carnivora,Feliformia,Felidae,,,,,,
237,Star-Nosed Mole,Animalia,Chordata,Vertebrata,Mammalia,Eulipotyphla,,Talpidae,Condylura,Condylura cristata,Unknown,2-4 yrs,8 km/h,35-75 g,,15-20 cm
238,Pyrenean ibex,Spanish Ibex,,Animalia,Chordata,Vertebrata,,Mammalia,Bovidae,Caprinae,,,,,,
239,Hammer-Headed Bat,Animalia,Chordata,Vertebrata,Mammalia,Chiroptera,,Pteropodidae,Hypsignathus,Hypsignathus monstrosus,Unknown,30 yrs,,234-420 g,,195-280 mm
240,Lion-Tailed Macaque,Animalia,Chordata,Vertebrata,Mammalia,Primates,Haplorhini,Cercopithecidae,Macaca,Macaca silenus,"below 4,000",20-38 yrs,,3-10 kg,,40-61 cm
241,Greater Kudu,Animalia,Chordata,Vertebrata,Mammalia,Artiodactyla,,Bovidae,Tragelaphus,Tragelaphus strepsiceros,"482,000",7-23 yrs,96 km/h,120-270 kg,100-160 cm,185-245 cm
242,Golden Snub-Nosed Monkey,Animalia,Chordata,Vertebrata,Mammalia,Primates,Haplorhini,Cercopithecidae,Rhinopithecus,Rhinopithecus roxellana,"15,000",26 yrs,,6.5-39 kg,,57-76 cm
243,Harp Seal,Animalia,Chordata,Vertebrata,Mammalia,Carnivora,Caniformia,Phocidae,Pagophilus,Pagophilus groenlandicus,9 Mln,35 yrs,,140-190 kg,,1.7-2 m
244,Black-Tailed Jackrabbit,Animalia,Chordata,Vertebrata,Mammalia,Lagomorpha,,Leporidae,Lepus,Lepus californicus,Unknown,5-6 yrs,64 km/h,1-2.7 kg,,61 cm
245,West Indian Manatee,Animalia,Chordata,Vertebrata,Mammalia,Sirenia,,Trichechidae,Trichechus,Trichechus manatus,"below 10,000",28-60 yrs,22 km/h,200-600 kg,,2.5-4.5 m
246,Père David's Deer,Animalia,Chordata,Vertebrata,Mammalia,Artiodactyla,Ruminantia,Cervidae,Elaphurus,Elaphurus davidianus,Unknown,18 yrs,,135-200 kg,1.2 m,2-2.2 m
247,Pygmy Marmoset,Animalia,Chordata,Vertebrata,Mammalia,Primates,,Callitrichidae,Cebuella,Cebuella pygmaea,Unknown,11-18.6 yrs,40 km/h,100-125 g,,12-15 cm
248,Gemsbok,Animalia,Chordata,Vertebrata,Mammalia,Artiodactyla,,Bovidae,Oryx,Oryx gazella,"373,000",18-22 yrs,60 km/h,100-240 kg,1.2 m,190-240 cm
249,Eastern Wolf,Animalia,Chordata,Vertebrata,Mammalia,Carnivora,Caniformia,Canidae,Canis,Canis lycaon,below 500,6-8 yrs,64 km/h,23.9-30.3 kg,66-81 cm,91-160 cm
250,Malayan Tapir,Animalia,Chordata,Vertebrata,Mammalia,Perissodactyla,,Tapiridae,Tapirus,Tapirus indicus,Unknown,30-36.5 yrs,48 km/h,250-320 kg,90-110 cm,1.8-2.5 m
251,Indian Wolf,Grey Wolf,,Animalia,Chordata,Vertebrata,Mammalia,Carnivora,Caniformia,Canidae,Canis,Canis lupus pallipes,,Unknown,,5-13 yrs
252,Snowshoe Hare,Animalia,Chordata,Vertebrata,Mammalia,Lagomorpha,,Leporidae,Lepus,Lepus americanus,Unknown,1-5 yrs,45 km/h,1.5 kg,,413-518 mm
253,Barbary Macaque,Animalia,Chordata,Vertebrata,Mammalia,Primates,Haplorhini,Cercopithecidae,Macaca,Macaca sylvanus,"15,000",30 yrs,,11-16 kg,,450-600 mm
254,Eastern Cottontail,Animalia,Chordata,Vertebrata,Mammalia,Lagomorpha,,Leporidae,Sylvilagus,Sylvilagus floridanus,Unknown,3-5 yrs,29 km/h,"800-2,000 g",,36-48 cm
255,Long-Tailed Weasel,Animalia,Chordata,Vertebrata,Mammalia,Carnivora,Caniformia,Mustelidae,Mustela,Mustela frenata,Unknown,8 yrs,25 km/h,80-450 g,,28-42 cm
256,African Wild Ass,Animalia,Chordata,Vertebrata,Mammalia,Perissodactyla,,Equidae,Equus,Equus africanus,23-200,25-50 yrs,70 km/h,230-275 kg,1.3-1.5 m,2 m
257,Qinling panda,Giant Panda,,Animalia,Chordata,Vertebrata,Mammalia,Carnivora,Caniformia,Ursidae,,,,,,
258,Nilgiri Tahr,Animalia,Chordata,Vertebrata,Mammalia,Artiodactyla,,Bovidae,Nilgiritragus,Nilgiritragus hylocrius,"1,800-2,000",3-9 yrs,,50-100 kg,80-110 cm,90-140 cm
259,Takin,Animalia,Chordata,Vertebrata,Mammalia,Artiodactyla,,Bovidae,Budorcas,Budorcas taxicolor,Unknown,16-20 yrs,,250-350 kg,97-140 cm,160-220 cm
260,Indian Flying Fox,Animalia,Chordata,Vertebrata,Mammalia,Chiroptera,,Pteropodidae,Pteropus,Pteropus giganteus,Unknown,15-31.5 yrs,,600-1600 g,,23 cm
261,Edible Dormouse,Animalia,Chordata,Vertebrata,Mammalia,Rodentia,,Gliridae,Glis,Glis glis,Unknown,12 yrs,,120-150 g,,14-19 cm
262,Himalayan brown bear,Brown Bear,,Animalia,Chordata,Vertebrata,Mammalia,Carnivora,Caniformia,Ursidae,,,,,,
263,Blue Wildebeest,Animalia,Chordata,Vertebrata,Mammalia,Artiodactyla,,Bovidae,Connochaetes,Connochaetes taurinus,"1,550,000",20-24.3 yrs,80 km/h,260-290 kg,115-145 cm,170-240 cm
264,Gelada,Animalia,Chordata,Vertebrata,Mammalia,Primates,Haplorhini,Cercopithecidae,Theropithecus,Theropithecus gelada,"200,000",30 yrs,,11-18.5 kg,,50-75 cm
265,Striped Skunk,Animalia,Chordata,Vertebrata,Mammalia,Carnivora,Caniformia,Mephitidae,Mephitis,Mephitis mephitis,Unknown,1-10 yrs,16 km/h,1-5.5 kg,,54-67 cm
266,California Sea Lion,Animalia,Chordata,Vertebrata,Mammalia,Carnivora,Caniformia,Otariidae,Zalophus,Zalophus californianus,"387,646",17-30 yrs,40 km/h,50-400 kg,,1.5-2.5 m
267,Arabian leopard,Leopard,,Animalia,Chordata,Vertebrata,Mammalia,Carnivora,Feliformia,Felidae,,,,,,
268,Philippine Tarsier,Animalia,Chordata,Vertebrata,Mammalia,Primates,,Tarsiidae,Carlito,Carlito syrichta,"below 2,500",12-20 yrs,40 km/h,85-165 g,85-160 mm,80-160 mm
269,Irrawaddy Dolphin,Animalia,Chordata,Vertebrata,Mammalia,Artiodactyla,,Delphinidae,Orcaella,Orcaella brevirostris,Unknown,30 yrs,25 km/h,90-200 kg,,2-2.8 m
270,Baikal Seal,Animalia,Chordata,Vertebrata,Mammalia,Carnivora,Caniformia,Phocidae,Pusa,Pusa sibirica,"108,200",50-56 yrs,25 km/h,80-90 kg,,1.2-1.4 m
271,Ussuri brown bear,Brown Bear,,Animalia,Chordata,Vertebrata,Mammalia,Carnivora,Caniformia,Ursidae,,,,,,
272,Cuvier's Beaked Whale,Animalia,Chordata,Vertebrata,Mammalia,Artiodactyla,,Ziphiidae,Ziphius,Ziphius cavirostris,100 Thou,40 yrs,,3-4 t,,5-7 m
273,Wild Yak,Animalia,Chordata,Vertebrata,Mammalia,Artiodactyla,,Bovidae,Bos,Bos mutus,"10,000",25 yrs,40 km/h,"305-1,000 kg",1.6-2 m,2.5-3 m
274,European Hedgehog,Animalia,Chordata,Vertebrata,Mammalia,Eulipotyphla,,Erinaceidae,Erinaceus,Erinaceus europaeus,,6-10 yrs,19 km/h,0.9-1 kg,,22-27 cm
275,Little Brown Bat,Animalia,Chordata,Vertebrata,Mammalia,Chiroptera,,Vespertilionidae,Myotis,Myotis lucifugus,Unknown,6-30 yrs,35 km/h,5-14 g,,6-10 cm
276,Djungarian Hamster,Animalia,Chordata,Vertebrata,Mammalia,Rodentia,,Cricetidae,Phodopus,Phodopus sungorus,Unknown,1-3 yrs,,19-45 g,,70-90 mm
277,Tapanuli Orangutan,Animalia,Chordata,Vertebrata,Mammalia,Primates,Haplorhini,Hominidae,Pongo,Pongo tapanuliensis,below 800,30 yrs,,40-90 kg,110-137 cm,
278,Siamang Gibbon,Animalia,Chordata,Vertebrata,Mammalia,Primates,Haplorhini,Hylobatidae,Symphalangus,Symphalangus syndactylus,Unknown,25-30 yrs,56 km/h,8-16 kg,75-88 cm,71-90 cm
279,Japanese wolf,Grey Wolf,,Animalia,Chordata,Vertebrata,Mammalia,Carnivora,Caniformia,Canidae,,,,,,
280,Indian Pangolin,Animalia,Chordata,Vertebrata,Mammalia,Pholidota,,Manidae,Manis,Manis crassicaudata,Unknown,13 yrs,5 km/h,5-35 kg,,45-75 cm
281,Alaska moose,Moose,,Animalia,Chordata,Vertebrata,Mammalia,Artiodactyla,Cervidae,Capreolinae,,,,,,
282,Western black rhinoceros,Black Rhinoceros,,Animalia,Chordata,Vertebrata,,Mammalia,Perissodactyla,Rhinocerotidae,,,,,,
283,Common Vampire Bat,Animalia,Chordata,Vertebrata,Mammalia,Chiroptera,,Phyllostomidae,Desmodus,Desmodus rotundus,Unknown,9-12 yrs,40 km/h,25-40 g,,9 cm
284,North Atlantic Right Whale,Animalia,Chordata,Vertebrata,Mammalia,Artiodactyla,,Balaenidae,Eubalaena,Eubalaena glacialis,300-350,50-100 yrs,16 km/h,40-70 t,,13-16 m
285,Persian leopard,Leopard,,Animalia,Chordata,Vertebrata,Mammalia,Carnivora,Feliformia,Felidae,,,,,,
